Product_Name,Product_Price,Product_Ratings
URBN 20000mAh Power Bank with Built-in Type-C Cable | 22.5W Super Fast Charging | Smart LED Display | Dual Type-C PD + USB Outputs | Pocket Size Portable Charger for Quick Charge (Camo),"2,199",4.1 out of 5 stars
"Spigen 3in1 10000mAh Wireless Charging Power Bank with USB-A | USB-C 20W Fast Charging, Included USB-C to USB-C Cable, Lithium Polymer - Black","2,556",3.8 out of 5 stars
"HEYMIX TECH Power Bank 20000mah Fast Charging - 22.5W Powerbank Portable Charger, USB C Fast Charging Battery Pack Compatible with iPhone 15/14/13, Samsung S24, S23, iPad, Pixel","1,999",4.3 out of 5 stars
"HEYMIX Mini Power Bank 10000mAh - 22.5W Portable Powerbank Built-in Cable, 3IN1 USB-C Travel Power Pack Fast Charging PD3.0/QC4.0, Battery Bank Compatible with iPhone 15/14,S24/S23/S22,iPad","1,699",4.3 out of 5 stars
"Portronics Boosty 10K 10000mAh 15W Wireless Magnetic Fast Charging Slimmest Powerbank, Metallic Finish, 20W Type C PD Output, Light Weight, Compatible with iPhone 12 Above, Other Qi Enabled Devices","2,498",3.6 out of 5 stars
"pTron Dynamo Rush 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Type C Cable, 2 Output Ports & BIS Certified (Black)","1,499",4.6 out of 5 stars
"Lifelong AMPCHARGE 20000 mAh 22.5 W Compact Pocket Size Power Bank with 4 Input/Output Port (Light Blue, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Smartwatch, Speaker)","1,899",5.0 out of 5 stars
"Spigen Durable Alloy Power Bank 10,000mAh, 22.5W Fast Charging Power Bank with PD3.0 20W for 2 USB-C Ports, QC3.0 22.5W for 1 USB-A Port - Dark Silver","1,435",3.7 out of 5 stars
"Belkin 10000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Blue","1,489",4.1 out of 5 stars
"Stuffcool Snap 5000mAh Super Compact Type C Power Bank with 20W PD PPS Output, Charges iPhone 15, Pixel 6/7 50% in 30 mins, Compatible with Samsung Type C Phones, Tablets","1,099",3.5 out of 5 stars
"Ambrane 10000mAh Slim & Compact Powerbank, 22.5W Fast Charging, USB & Type C Output, Power Delivery, Quick Charge for iPhone, Android & Other Devices, Made in India + Type C Cable (Stylo 10, Black)",999,3.9 out of 5 stars
URBN 20000 mAh Li-Polymer Ultra Compact Power Bank | 12W Fast Charge | Dual USB Output | Type C & Micro Input Only | Pocket Size | Made in India (Green),985.,3.7 out of 5 stars
"OKNO 10000mAh Power Bank 22.5W Wired 15W Magnetic Wireless Super Fast Charging 20W PD Type C, for iPhone 12 & Above, Android Smartphones, Tablets & Other Qi Enabled Devices | Black","2,499",5.0 out of 5 stars
"pTron Dynamo Electra 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)","1,599",4.6 out of 5 stars
"pTron Dynamo Elite 10000mAh 22.5W Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Output & 2 Input Ports & Multiple Layers of Protection (Jet Black)",899,3.4 out of 5 stars
"Samsung Galaxy 10000mAh Power Bank, Wireless Battery Pack, Gray","3,999",4.1 out of 5 stars
"Ambrane MagSafe Wireless 10000mAh Fast Charging Power Bank, Premium Metallic Body, Strong Magnet, 20W Output for iPhone 12 & Above, Android & Other Qi Enabled Devices (Aerosync PB Prime, Titanium)","2,499",4.3 out of 5 stars
"pTron Dynamo Vortex 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung,iPhone, Oneplus, Oppo, 2 Outputs & 1 Input & Multiple Layers of Protection (Black)",899,3.8 out of 5 stars
"FLiX (Beetel) UltraCharge P125 20000mAh 22.5W QC Power Delivery PPS Power Bank, Tripple Output, Dual Input Type C & B, Percentage LED Indicator, Compatible iPhone, Samsung, Google (XPB-P125)(Purple)",990,3.6 out of 5 stars
"URBN Power Bank 10,000mAh - Ultra Slim, 22.5W Two Way Fast Charging, Triple Output, Dual Type C PD, 12 Layers Circuit Protection, BIS Certified, 6 Months Warranty Free Type C Cable - Camo",999,3.7 out of 5 stars
"Electronic Spices TP4056 Micro USB Lithium Battery Charging Converter with Overcharge Discharge Over-Current Protection Charging Board (5V,18650), (10)",289,4.0 out of 5 stars
Amazon Basics 10000mAh Metal 22.5W Power Bank Blue,999,3.6 out of 5 stars
"Anker Nano Power Bank, 10,000mAh Portable Charger with Built-in USB-C Cable, PD 30W Output with 1 USB-C, 1 USB-A, Fast Charging Battery Pack for iPhone 16/15/14 Series, Galaxy, iPad, and More - Blue","3,499",4.6 out of 5 stars
"URBN 27000 mAh 22.5W Super Fast Charging Compact Power Bank with Quick Charge & Power Delivery, Type C Input/Output, Made in India, Type C Cable Included (Camo)","2,199",3.8 out of 5 stars
"URBN 27000 mAh 22.5W Super Fast Charging Compact Power Bank with Quick Charge & Power Delivery, Type C Input/Output, Made in India, Type C Cable Included (Blue)","1,999",3.8 out of 5 stars
MI 10000mAh 3i Lithium Polymer Power Bank Dual Input( Micro-USB and Type C) and Output Ports 18W Fast Charging (Metallic Blue),"1,199",4.2 out of 5 stars
"Belkin 5000 mAh Magnetic MagSafe Wireless Power Bank with Stand, Sleek Design for iPhone 15, 14, 13 and 12 Series, Compatible with MagSafe Covers – White","3,489",3.6 out of 5 stars
"Ambrane 10000mAh Slim & Compact Powerbank, 22.5W Fast Charging, USB & Type C Output, Power Delivery, Quick Charge for iPhone, Android & Other Devices, Made in India + Type C Cable (Stylo 10, Black)",999,3.9 out of 5 stars
"pTron Dynamo Nergy 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Outputs & 1 Input & Multiple Layers of Protection (Blue)",899,4.2 out of 5 stars
"pTron Dynamo Nergy 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Outputs & 1 Input & Multiple Layers of Protection (Black)",899,4.2 out of 5 stars
"Anker Power Bank, 20,000mAh with Built-in USB-C Cable, 87W Max Fast Charging (PowerCore 20K for Laptop) Lenovo, HP, Dell, Microsoft, MacBook, iPad, iPhone, Apple Watches, Samsung and More - Black","5,499",4.6 out of 5 stars
"AmazonBasics 10000mAH Lithium Polymer Power Bank | 3 Charging Cables Included | Four Way Output (Micro USB, Type C, iPhone Cables and 1 USB Port), Dual Input (Type C, Micro USB) | Black",949,3.7 out of 5 stars
"Spigen 2in1 10000 mAh Wireless Charging Power Bank with USB-A | USB-C 20W Fast Charging, Included USB-C to USB-C Cable, Lithium Polymer - Black","2,115",3.9 out of 5 stars
"FLiX (Beetel) UltraCharge P115 10000mAh 22.5W QC Power Delivery PPS Power Bank, Tripple Output, Dual Input Type C & B, Percentage LED Indicator, Compatible iPhone, Samsung, Google (XPB-P115)(Purple)",650,3.6 out of 5 stars
URBN 20000 mAh Li-Polymer Ultra Compact Power Bank | 12W Fast Charge | Dual USB Output | Type C & Micro Input Only | Pocket Size | Made in India (Blue),"1,499",3.9 out of 5 stars
"pTron Dynamo Spark 10000mAh 22.5W Power Bank, Compact Size Fast Charging, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Output & 2 Input Ports (Blue)",999,4.0 out of 5 stars
"URBN 10000 mAh Nano Link Power Bank with in-Built USB-C Cable| 22.5W Fast Charging | Type C PD (Input& Output) | Made in India | Two Way Fast Charge | for iPhone, Android & More (Black)","1,699",4.1 out of 5 stars
"Anker 633 Magnetic Wireless Power Bank 10000mAh with Stand, 20W USB-C Power Delivery, Magsafe Compatible for iPhone 12/13/14/15/15 Plus/15Pro/15Pro Max,and Android Smartphones with Magsafe Cases-Blue","7,499",4.5 out of 5 stars
"Amazon Basics 20000 mAh Power Bank | 22.5W Fast Charging | Dual Output & Input | Charge 3 Devices Simultaneously | for Smartphones, TWS Earbuds, Speakers, Tablets (Metallic Grey)","1,399",3.8 out of 5 stars
"Anker 533 Power Bank 10000 mAh Capacity (PD 25W) with 3 Port, 2 USB-C, 1 USB-A Fast Charging for iPhones, iPads, Samsung Smartphones and Other Android Devices - Blue","1,419",4.3 out of 5 stars
"Redmi 20000mAh Power Bank, USB Type C, Micro USB Ports, Dual USB Output, 18W Fast Charging, Low Power Mode, (White)","1,999",4.2 out of 5 stars
"Ambrane 10000mAh Slimmest & Compact (Pocket/Bag Friendly) Powerbank, 22.5W Fast Charging, USB & Type C Output, Power Delivery, Quick Charge for iPhone, Android & Other Devices (Powerlit, Green)","1,199",4.0 out of 5 stars
"URBN Power Bank 10,000mAh - Ultra Slim, 22.5W Two Way Fast Charging, Triple Output, Dual Type C PD, 12 Layers Circuit Protection, BIS Certified, 6 Months Warranty Free Type C Cable - Camo",999,3.7 out of 5 stars
"Duracell 20000 MAH Slimmest Power Bank with 1 Type C PD and 2 USB A Port, 22.5W Fast Charging Portable Charger to Charges 3 Devices Simultaneously for iPhones, Android Phones, Smart Watches & More","3,099",4.2 out of 5 stars
"pTron Dynamo Vortex 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung,iPhone, Oneplus, Oppo, 2 Outputs & 1 Input & Multiple Layers of Protection (Black)",899,3.8 out of 5 stars
"OKNO 10000mAh Power Bank 22.5W Wired 15W Magnetic Wireless Super Fast Charging 20W PD Type C, for iPhone 12 & Above, Android Smartphones, Tablets & Other Qi Enabled Devices | Black","2,499",5.0 out of 5 stars
"Duracell 20000 MAH Slimmest Power Bank with 1 Type C PD and 2 USB A Port, 22.5W Fast Charging Portable Charger to Charges 3 Devices Simultaneously for iPhones, Android Phones, Smart Watches & More","3,099",4.2 out of 5 stars
"pTron Dynamo Electra 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)","1,599",4.6 out of 5 stars
"pTron Dynamo Nergy 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Outputs & 1 Input & Multiple Layers of Protection (Green)",899,4.0 out of 5 stars
"LAPCARE Blaze-I 10000mAh Slim 22.5w PD Power Bank | Digital Display | Metal Finish | Dual USB + Type-C Port Quick Charge for iPhone, Android & Other Devices, Made in India",766.,4.4 out of 5 stars
"DR VAKU® 20000mAh Power Bank Nextek Portable 22.5w PD 18w QC Fast Charging Dual USB Port (Input & Output) Lithium Polymer Battery Power Bank for iPhone, Samsung & Android Devices- Blue","1,599",4.3 out of 5 stars
URBN 20000mAh Power Bank with Built-in Type-C Cable | 22.5W Super Fast Charging | Smart LED Display | Dual Type-C PD + USB Outputs | Pocket Size Portable Charger for Quick Charge (Blue),"2,199",4.1 out of 5 stars
"Anker 537 Power Bank 24000 mAh 65W Fast Charging, (PowerCore 24K for Laptop) for Lenovo, HP, Dell, Microsoft, MacBook, iPad, iPhone, Apple Watches, Samsung and Other Android Devices - Black","6,649",4.3 out of 5 stars
Amazon Basics 20000 mAh 22.5W Ultra Fast Charging Power Bank | Type C Power Delivery (Input & Output) | Quick Charge | Two-Way Fast Charging (White),"1,829",3.9 out of 5 stars
"Portronics Zapcell 10k 10000mAh 22.5W Pocket Size Powerbank with Compact and Light Weight Design,Type C PD Output/Input, Mach USB-A Output,Power Delivery,Quick Charge for iPhone, Androids(Black)","1,299",4.3 out of 5 stars
Saco Polyester Shock Proof Pouch Case Compatible For Mi 20000Mah Backcase For Mobile Phone Power Bank 2I | Mi 10000Mah Power Bank 3I | Xiaomi Wireless Power Bank 10000Mah (Wallet | Black),326,4.3 out of 5 stars
"Spigen 5in1 10000mAh Wireless Power Bank with USB-A Dual Charging Dock for Airpods and Smartwatches, Lithium Polymer - Black","3,175",3.6 out of 5 stars
"Foxin All-in-One 22.5W QC+PD Power Bank with Built-in Charging Cables 10000 mAh - Compatible with All Phone Models | SuperVOOC, BIS Certified | Lavender","1,680",3.9 out of 5 stars
Stuffcool Alum 10000mAh Made in India Aluminium Metallic Magnetic Wireless Powerbank for iPhone 12/13/14/15 Series (Silver),"2,699",3.6 out of 5 stars
"Belkin 5000 mAh Magnetic MagSafe Wireless Power Bank with Stand, Sleek Design for iPhone 15, 14, 13 and 12 Series, Compatible with MagSafe Covers – Black","3,489",3.6 out of 5 stars
"pTron Dynamo Elite 10000mAh 22.5W Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Output & 2 Input Ports & Multiple Layers of Protection (Jet Black)",899,3.4 out of 5 stars
"pTron Dynamo Nergy 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Outputs & 1 Input & Multiple Layers of Protection (Blue)",899,4.2 out of 5 stars
"Ambrane 10000mAh Slim & Compact Powerbank, 22.5W Fast Charging, USB & Type C Output, Power Delivery, Quick Charge for iPhone, Android & Other Devices, Made in India + Type C Cable (Stylo 10, Black)",999,3.9 out of 5 stars
Amzon Basics 10000mAh 20W Fast Charging Power Bank and 15W Wireless Output | Type C Power Delivery (Input & Output) Quick Charge| Two Way Fast Charge | Made in India (White),"2,389",3.8 out of 5 stars
"Stuffcool Mega II Compact 10,000mAh 30W PD, 33W PPS Powerbank with Samsung Super Fast Charging, Charges iPhones & Pixels 50% in 30 Mins, Universal Fast Charging for Oppo, OnePlus, Realme - Green","1,599",4.2 out of 5 stars
"URBN 10000 mAh Nano Link Power Bank with in-Built USB-C Cable| 22.5W Fast Charging | Type C PD (Input& Output) | Made in India | Two Way Fast Charge | for iPhone, Android & More (Camo)","1,566.",4.1 out of 5 stars
"pTron Dynamo Nergy 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Outputs & 1 Input & Multiple Layers of Protection (Blue)",899,4.2 out of 5 stars
"LAPCARE Smart Tank VI 20000mAh Fast Charging Power Bank | Dual USB Port | Led Indicator | Compact & Slim Design | Made in India | Type C and 2 USB Ports, 12W Fast Charging Power Bank",630.,4.2 out of 5 stars
Electronic Spices T856-C Power bank charging circuit module pack of 1pcs,149,3.1 out of 5 stars
"Foxin All-in-One Mag Pro Wireless Power Bank 10000 mAh - Magsafe Powerbank for iPhone with Built-in Cables, Adjustable Metallic Stand & Digital LED Display - BIS Certified | 22.5W, Black","2,360",3.9 out of 5 stars
URBN 10000 mAh Lithium_ion Premium Black Edition Nano Power Bank | 20W Fast Charging | Smallest Power Bank | Type C PD (Input& Output) | Made in India | Dual Output | Free Type C Cable - Black,"1,299",4.1 out of 5 stars
Amazon Basics Dual Output 10000mAh Power Bank | PD20W + 20W | LED Display | Broad Compatibility | in-Built Device Protection | 20W Fast Charging | Extended Power on The Go,"1,699",4.2 out of 5 stars
URBN 10000 mAh Magsafe Power Bank | 15W Fast Wireless Charging |Strong Magnetic Hold | Type C Input/Output | Pass Through Charging | MagTag Ring Included | (Back),"2,499",3.6 out of 5 stars
"Callmate Ultrafuse Max 50000mAh Ultra High Capacity Power Bank, 23W Fast Charging |Digital Display |4 USB Output Ports & 3 Input |LED Light with SOS| for Smartphones & Other Devices","3,099",3.4 out of 5 stars
"Anker Nano Power Bank, 10,000mAh Portable Charger with Built-in USB-C Cable, PD 30W Output with 1 USB-C, 1 USB-A, Fast Charging Battery Pack for iPhone 16/15/14 Series, Galaxy, iPad, and More - Black","3,499",4.6 out of 5 stars
"Duracell Power Bank 10000 mAh, Portable Charger, USB C/Micro USB Input, USB A/USB C Output, Fast Charge Technology, 22.5W Power Delivery for Smartphones, Tablets, Headphones and USB-Powered Devices","1,999",4.0 out of 5 stars
Amazon Basics 20000mAh 22.5W Power Bank Black,"1,349",3.6 out of 5 stars
"pTron Dynamo Nergy 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Outputs & 1 Input & Multiple Layers of Protection (Black)",899,4.2 out of 5 stars
